RSI_Crossed_40,rsi9m,EMA20,EMA5,result
42.937829038426706,41.364290414738484,1047.3733744564224,1042.4262334967586,1
47.567153415212836,50.250781702262245,1037.7276038216855,1035.028108198987,1
40.12140856829159,35.26138504501165,1047.9793645101659,1043.6297322526473,0
47.894900699470284,47.3664882147866,1077.9222199574535,1075.6600151184755,1
55.733064603544385,62.7601190580079,1069.8301998327981,1067.6485667387396,1
46.33910288786833,45.57155209653122,1041.6044832679531,1038.911760771601,1
44.971232889786776,44.23889265280476,1100.1765841840986,1098.5770459183248,0
45.12963091883322,46.371933691330234,1046.4570778376021,1043.0654805678357,1
44.84420665300659,44.504539213897765,1048.028315891733,1042.9670238600847,1
45.972380333068166,45.62554833950949,1053.6826467409944,1051.03344336964,1
51.965246903759336,52.966176873409886,1063.0704339573394,1059.967291264721,1
54.167396466763776,55.783678421363014,1064.6534605608624,1062.5146931208228,1
41.02098876474683,37.96150742330766,1068.336683769452,1062.1193437320044,0
40.52679712662147,38.116037682923,1041.1398168086794,1037.1818113594072,1
52.25082203587257,53.67746741171904,1065.4992936420895,1063.5983017838957,0
58.24430272973554,63.45019489834756,1064.164504786508,1064.097323653155,0
40.97451679227129,39.154541664936986,1039.1020254496784,1035.1905744916658,1
65.90333633108597,72.75290708965396,1074.1775585559749,1074.994799057335,0
44.277221859747435,41.04400695557707,1079.6478543133012,1076.0281841643725,0
45.16774795953101,45.81461587331662,1047.4679133281288,1042.9058139921904,0
40.65985328879561,36.54115816858352,1075.2852676311613,1070.5453837455543,0
40.342618906773176,33.08949949613566,1045.3236774881937,1042.4186756081936,0
43.149200792185326,43.03984553674946,1070.9487250401428,1067.4860901620723,1
42.5315019108899,41.486844303520094,1038.537187889582,1034.8595198119665,1
55.98674182461485,58.49739959061594,1100.3058328622192,1100.4389823069603,0
40.417745863637144,35.00292797309449,1055.9506343079488,1052.8731541962748,0
45.794881748729416,44.389141629270505,1099.711633417372,1098.4608780126664,0
42.65295589303175,40.13201917897871,1071.0146697971604,1067.0711754259155,1
62.84417669846461,68.96628229895005,1055.7542286097191,1055.8557977773949,1
40.20508810132074,36.80552696895895,1069.74036226364,1066.0296570784244,1
40.386051811387425,35.769099434535704,1049.7537316622543,1041.0747715591785,0
41.4886617091164,39.69593410318643,1072.8139416865433,1068.8639564454907,0
56.534070212126935,64.70767986310679,1039.0304570288508,1037.8785297458865,1
42.73161137081966,43.08769666353095,1038.4829614498806,1035.1875843602288,1
43.62870129730934,41.506020821042696,1099.970885164126,1098.3566656377502,0
40.158871442271376,34.992751143600266,1074.1651699516883,1069.2713553914255,0
41.357042501584694,39.747046180765096,1043.1307683827297,1037.876562019979,0
40.319008409627806,36.28386191036307,1070.7432174353253,1063.7652850955144,0
52.62821135960967,55.058442059419534,1041.283101668513,1039.0591707545987,1
40.585790657178975,40.41819384541727,1061.9509634882852,1056.8305921329716,0
50.8691288956552,53.599525702378024,1099.1412865927703,1097.981488800473,1
49.48596275375539,50.704418490090454,1074.8572885653102,1072.5251082942484,0
49.68680222357963,50.18212621358181,1079.011878834446,1074.43411551303,0
53.46794564709569,57.80354660323755,1040.039832849762,1038.444762827367,1
40.395964408403835,37.71780986310491,1069.7270334153347,1063.2751723890356,1
51.57882387645287,56.13971567158868,1072.3313525915369,1069.5122417002465,0
55.2172127967511,57.574499426584,1063.2226123213923,1061.5758063558833,0
55.2591660809054,57.31454936468698,1064.481112362111,1063.684978759701,0
63.71360076024926,69.85982106341994,1055.8447935688366,1056.7664235978632,1
42.404063137554495,39.54466050005225,1040.3439961010936,1036.88553637411,1
41.46053465126391,37.6187600125253,1056.3641349763034,1053.4449762480604,0
43.77064796809867,44.27592146462216,1046.019819071452,1043.0616422700623,1
40.03416870684932,36.611695977934914,1056.5693445239413,1053.1015894538355,0
43.35938257350221,44.57583801822599,1043.9043120576123,1040.3636208806324,1
49.7486901748317,50.390356388661665,1099.5772989444138,1098.8395994484683,0
41.27093860323144,38.717773431428846,1055.151364555744,1052.2430863603663,0
43.573238121338264,44.00948327087105,1069.390893866403,1066.2437366959305,1
41.81314994160111,39.79202924188297,1047.258899336211,1042.2331507357576,1
48.01423094105092,47.73221844458555,1071.024651431498,1066.5316042943705,1
44.514694065261885,42.795907351443994,1099.393983383483,1098.1978021147754,0
40.65825111979176,38.63370744165007,1040.267773647493,1037.038216361576,0
51.79087529833517,51.25602833170201,1078.298736244858,1077.8796961170226,0
41.447499676881925,39.418999937620946,1071.8091993618477,1068.3461880347206,0
40.32776823075706,37.09547378095062,1040.776704920442,1036.8560361811265,0
45.04879952995622,43.071034540090466,1100.0299118593757,1098.9433562720956,0
45.424781966485355,46.07166651868257,1045.812793575457,1041.6845561385053,1
46.3710524864647,45.15645527069186,1057.1789117937653,1054.9844151328505,1
41.888701714581885,43.89131902580423,1067.2590298146577,1063.2519705987513,1
55.4642258941552,57.22535209158752,1100.3806075929033,1100.7028089508394,0
40.062348083692896,35.53739617418429,1047.0585179557675,1042.4113300013657,1
43.320188314531364,40.97297806245563,1055.4581599869011,1053.0166503162068,1
57.2195339161225,61.725175559287685,1059.0302470593917,1054.1566449190955,0
40.90869808922123,39.07305773051321,1047.0985355301457,1042.20983127763,0
43.121724170993325,41.303467815824256,1047.9902821546054,1043.1449753290233,1
44.841627022275404,43.926165578367076,1046.0787562007588,1041.8273280748585,1
55.53519249146554,57.99482201762297,1061.7220241809487,1057.4591644231132,1
42.9407355519321,42.60520359991745,1040.1668777817417,1036.8723382925696,1
40.94139085703916,36.346776359290956,1052.9680432897119,1042.5023540122265,0
41.055944891042124,39.631792993734095,1074.6547336567041,1068.5645868230338,0
43.05418818609648,40.49931853442882,1063.9662552518394,1060.9047533396233,1
47.8439615087407,47.707452899956266,1100.1212605975486,1099.120895279626,0
40.589795446550056,40.07728299774197,1064.439821902573,1059.7486226731673,0
42.77676209993993,44.801386796936306,1076.0952283471145,1065.2179703735706,1
54.34405416406441,56.12001383519699,1062.6707166226447,1059.241415203368,1
51.86373785297532,53.69033705860663,1099.330394331906,1098.324723556805,0
40.040636759601504,37.419370932682256,1041.0719894142505,1037.4859868135457,0
65.46876741967925,72.10459920780579,1072.210146302589,1074.0786277177651,0
41.00637004416642,38.14340183598906,1044.9807500411946,1040.354484008662,1
65.37770783061706,73.47486192817478,1072.8484231016612,1074.1157864587806,1
42.72606440190711,41.97913517709088,1040.9332218884988,1036.9502611582811,0
46.36468442648401,45.45811225445126,1099.8503332852747,1098.7346803219602,0
67.62359931968838,76.39866550589582,1055.268241526263,1056.4727084168626,1
52.61353917032495,54.08968610926336,1064.1628081855786,1059.4830286290933,0
49.16170806963723,49.82393964989756,1100.1833219954651,1098.853648343467,0
41.38402086159916,37.55414885516555,1047.5414015633191,1042.9310565296648,1
41.03343958181876,38.23365394775855,1055.4875005378517,1052.6665359616245,0
45.00204929953698,47.32595002150672,1090.11046974425,1077.812904769508,0
66.18187304848979,73.50573802608332,1055.8290536863324,1056.7419365812223,0
51.16885920137198,52.3550680084535,1064.1525151240558,1059.70986873639,0
49.82538172165297,50.33717357771904,1100.9407971664286,1100.0773392451215,0
43.48949812017739,41.19225834241736,1072.4619527948346,1068.6934734191138,0
42.069674798910185,43.23132650805931,1058.8223510247126,1054.1534113096918,0
50.29658271578427,50.88404720449743,1062.780912686731,1059.389638055181,0
42.80716230432311,39.922241779534296,1049.520527984269,1046.0573447426682,1
41.40055599599787,38.91695648545595,1041.7481317702373,1038.0255230633725,1
43.26015254119965,41.68029449137974,1042.1264852236675,1037.7332554831642,1
40.0510839669426,37.64561795936617,1070.6358752145736,1066.7038613487648,0
46.334432751375985,44.57704653786986,1073.723582843157,1071.307413883375,0
