_id,datetime,open,high,low,close
,2024-01-01 09:15:00,1095.0,1099.0,1093.65,1094.5
,2024-01-01 09:32:00,1097.4,1098.0,1097.2,1097.95
,2024-01-01 10:29:00,1100.85,1101.1,1100.4,1100.55
,2024-01-01 11:32:00,1102.9,1102.9,1102.4,1102.6
,2024-01-01 13:17:00,1099.8,1100.0,1099.35,1100.0
,2024-01-01 13:30:00,1099.55,1100.0,1099.55,1099.65
,2024-01-01 14:18:00,1100.8,1100.9,1100.05,1100.55
,2024-01-01 14:19:00,1100.45,1100.9,1100.15,1100.15
,2024-01-01 15:06:00,1099.9,1100.0,1098.7,1099.2
,2024-01-01 15:19:00,1098.5,1098.75,1097.0,1097.75
,2024-01-01 10:01:00,1100.0,1100.35,1100.0,1100.15
,2024-01-01 09:35:00,1098.5,1098.6,1098.2,1098.3
,2024-01-01 09:55:00,1100.2,1100.8,1100.0,1100.05
,2024-01-01 10:31:00,1100.4,1100.85,1100.25,1100.75
,2024-01-01 10:36:00,1102.1,1102.4,1102.0,1102.4
,2024-01-01 11:57:00,1103.25,1103.65,1102.7,1102.8
,2024-01-01 12:39:00,1100.0,1100.4,1099.75,1100.1
,2024-01-01 10:18:00,1100.55,1101.0,1100.55,1100.8
,2024-01-01 10:19:00,1100.6,1101.0,1100.55,1100.9
,2024-01-01 10:21:00,1100.95,1101.2,1100.65,1101.1
,2024-01-01 13:46:00,1099.35,1099.95,1099.3,1099.55
,2024-01-01 13:49:00,1099.55,1100.0,1099.35,1099.95
,2024-01-01 11:55:00,1102.75,1103.1,1102.5,1103.1
,2024-01-01 11:58:00,1103.05,1103.05,1102.45,1102.75
,2024-01-01 11:59:00,1102.85,1102.85,1102.1,1102.25
,2024-01-01 12:20:00,1100.95,1101.15,1100.7,1101.1
,2024-01-01 12:51:00,1100.25,1100.4,1100.0,1100.35
,2024-01-01 13:03:00,1100.0,1100.2,1099.65,1099.8
,2024-01-01 13:08:00,1099.9,1100.0,1099.35,1099.95
