timestamp,open,high,low,close,sma,ema,long,short,rsi
1673606100000,388.75,388.75,388.55,388.75,388.235,388.52679506280606,False,False,54.708278105579424
1673606160000,388.75,388.75,388.65,388.7,388.305,388.5845300418707,False,False,53.78111430368401
1673606220000,388.7,389.0,388.7,389.0,388.4,388.7230200279139,False,False,58.34283855054086
1673606280000,389.0,389.2,388.95,389.2,388.53,388.88201335194265,False,False,61.099350236514134
1673606340000,389.2,389.3,389.1,389.2,388.67,388.9880089012951,False,False,61.09935023651414
1673606400000,389.3,389.3,389.0,389.15,388.78999999999996,389.0420059341967,False,False,59.949178279686905
1673606460000,389.3,389.3,389.05,389.2,388.875,389.0946706227978,False,False,60.74498214709732
1673606520000,389.15,389.45,389.15,389.45,388.96999999999997,389.2131137485319,False,False,64.53900718598209
1673606580000,389.3,389.45,389.3,389.45,389.085,389.2920758323546,False,False,64.53900718598209
1673606640000,389.45,389.45,389.25,389.25,389.135,389.27805055490313,False,False,59.227836753250884
1673606700000,389.35,389.35,389.1,389.25,389.185,389.26870036993546,False,False,59.227836753250884
1673606760000,389.3,389.3,389.15,389.15,389.22999999999996,389.22913357995697,False,True,56.530174027998186
1673606820000,389.15,389.3,388.8,388.95,389.225,389.13608905330466,False,False,51.47990836045093
1673606880000,389.1,389.25,388.95,389.25,389.23,389.1740593688698,False,False,57.598987522844254
1673606940000,389.4,389.9,389.4,389.9,389.3,389.41603957924656,True,False,67.23935670319155
1673607000000,389.85,389.9,389.5,389.5,389.33500000000004,389.4440263861644,False,False,58.434574059628986
1673607060000,389.65,389.65,389.2,389.35,389.35,389.41268425744295,False,False,55.49962165240706
1673607120000,389.4,389.45,389.25,389.35,389.34000000000003,389.39178950496205,False,False,55.49962165240706
1673607180000,389.35,389.35,389.05,389.3,389.325,389.3611930033081,False,False,54.442518185071776
1673607240000,389.25,389.5,389.25,389.5,389.35,389.4074620022054,False,False,57.897016766432216
1673607300000,389.5,389.5,389.2,389.4,389.36499999999995,389.404974668137,False,False,55.62581165526226
1673607360000,389.4,389.4,389.2,389.25,389.375,389.3533164454247,False,True,52.310926227617145
1673607420000,389.25,389.4,389.15,389.25,389.405,389.31887763028317,False,False,52.310926227617145
1673607480000,389.25,389.25,389.0,389.1,389.39,389.2459184201888,False,False,48.929264110770376
1673607540000,389.1,389.2,389.0,389.15,389.31499999999994,389.2139456134592,False,False,50.08753528273372
1673607600000,389.05,389.2,388.95,389.2,389.28499999999997,389.2092970756395,False,False,51.27754893313505
1673607660000,389.1,389.2,389.0,389.0,389.25,389.13953138375973,False,False,46.50164165343296
1673607720000,389.0,389.25,389.0,389.25,389.24,389.17635425583984,False,False,52.46190074004062
1673607780000,389.3,389.5,389.25,389.5,389.26,389.2842361705599,True,False,57.55451589019431
1673607840000,389.45,389.65,389.4,389.65,389.275,389.40615744703996,False,False,60.30240483491582
1673607900000,389.6,389.95,389.55,389.85,389.32000000000005,389.55410496469335,False,False,63.67878594714631
1673607960000,390.0,390.35,390.0,390.2,389.415,389.7694033097956,False,False,68.69646998276411
1673608020000,390.2,390.45,390.2,390.35,389.525,389.9629355398638,False,False,70.57276168575798
1673608080000,390.35,390.8,390.35,390.55,389.66999999999996,390.1586236932426,False,False,72.90473643443052
1673608140000,390.8,391.3,390.8,391.3,389.88500000000005,390.5390824621618,False,False,79.47374706143233
1673608200000,391.2,391.45,391.2,391.4,390.10499999999996,390.82605497477454,False,False,80.1642701269281
1673608260000,391.4,391.9,391.4,391.5,390.35499999999996,391.0507033165164,False,False,80.85776898470598
1673608320000,391.45,391.5,390.8,390.95,390.525,391.0171355443443,False,False,66.98607580783711
1673608380000,390.8,391.25,390.7,391.2,390.695,391.0780903628962,False,False,69.54375505277233
1673608440000,391.2,391.45,391.2,391.2,390.85,391.11872690859747,False,False,69.54375505277233
1673608500000,391.2,391.25,390.7,390.9,390.955,391.04581793906505,False,False,62.77531702267472
1673608560000,390.9,390.9,390.6,390.8,391.015,390.96387862604337,False,True,60.65613395684182
1673608620000,390.85,390.9,390.6,390.9,391.07000000000005,390.94258575069557,False,False,62.03630441082808
1673608680000,390.9,391.0,390.75,390.9,391.10499999999996,390.9283905004637,False,False,62.03630441082809
1673608740000,390.85,391.2,390.8,391.1,391.085,390.98559366697583,False,False,64.89290760779751
1673608800000,391.0,391.2,391.0,391.0,391.045,390.9903957779839,False,False,62.366029912474865
1673608860000,391.0,391.25,391.0,391.25,391.02000000000004,391.076930518656,True,False,65.93706223632203
1673608920000,391.2,391.5,391.2,391.5,391.075,391.217953679104,False,False,69.0951557688549
1673608980000,391.5,391.55,391.4,391.5,391.105,391.3119691194027,False,False,69.09515576885491
1673609040000,391.5,391.7,391.45,391.5,391.13500000000005,391.37464607960186,False,False,69.09515576885491
1673609100000,391.6,391.65,391.2,391.5,391.19500000000005,391.4164307197346,False,False,69.09515576885491
1673609160000,391.6,391.7,391.5,391.6,391.275,391.47762047982314,False,False,70.56349968392682
1673609220000,391.6,391.6,391.4,391.4,391.325,391.45174698654876,False,False,64.01286783629945
1673609280000,391.5,391.5,391.05,391.1,391.345,391.33449799103255,False,True,55.665239499003086
1673609340000,391.25,391.35,391.1,391.3,391.36499999999995,391.3229986606884,False,False,59.460708101505396
1673609400000,391.3,391.35,391.15,391.15,391.38,391.26533244045896,False,False,55.61514404773458
1673609460000,391.2,391.2,391.0,391.05,391.36,391.19355496030596,False,False,53.147371179702894
1673609520000,391.05,391.15,391.0,391.0,391.31,391.129036640204,False,False,51.9071643721562
1673609580000,391.0,391.15,391.0,391.15,391.275,391.1360244268027,False,False,55.27873556981828
1673609640000,391.15,391.5,391.15,391.35,391.26,391.2073496178685,False,False,59.368841670916645
1673609700000,391.3,391.55,391.3,391.45,391.255,391.28823307857897,True,False,61.27586879715885
1673609760000,391.45,391.55,391.1,391.25,391.21999999999997,391.27548871905265,False,False,55.65014217245229
1673609820000,391.2,391.2,391.0,391.2,391.2,391.25032581270176,False,False,54.30776134833249
1673609880000,391.05,391.3,391.05,391.2,391.21,391.2335505418012,False,False,54.307761348332484
1673609940000,391.2,391.2,391.05,391.05,391.18500000000006,391.1723670278675,False,True,50.10279935774461
1673610000000,391.15,391.2,391.0,391.0,391.17,391.1149113519117,False,False,48.74786212693994
1673610060000,391.05,391.2,391.0,391.2,391.185,391.1432742346078,False,False,54.09544629653403
1673610120000,391.15,391.2,391.05,391.2,391.205,391.1621828230719,False,False,54.095446296534035
1673610180000,391.2,391.2,391.0,391.1,391.2,391.1414552153813,False,False,51.009180266753525
1673610240000,391.0,391.2,391.0,391.2,391.185,391.1609701435876,False,False,53.8449844293871
1673610300000,391.15,391.4,391.15,391.25,391.165,391.1906467623918,True,False,55.24008485624712
1673610360000,391.35,391.4,391.2,391.25,391.165,391.21043117492786,False,False,55.240084856247115
1673610420000,391.2,391.6,391.15,391.6,391.205,391.3402874499519,False,False,64.0594723644115
1673610480000,391.6,391.85,391.55,391.6,391.245,391.426858299968,False,False,64.0594723644115
1673610540000,391.7,391.7,391.5,391.65,391.30499999999995,391.5012388666454,False,False,65.19566973139321
1673610600000,391.65,391.65,391.35,391.55,391.36,391.5174925777636,False,False,61.03948475688015
1673610660000,391.5,391.55,391.35,391.55,391.395,391.52832838517577,False,False,61.03948475688016
1673610720000,391.45,391.6,391.45,391.55,391.43,391.5355522567839,False,False,61.03948475688015
1673610780000,391.5,391.55,391.4,391.45,391.465,391.50703483785594,False,False,56.537857671215065
1673610840000,391.5,391.5,391.4,391.5,391.495,391.504689891904,False,False,58.19787162469942
1673610900000,391.55,391.9,391.55,391.75,391.54499999999996,391.586459927936,False,False,65.32850169660536
1673610960000,391.85,391.9,391.5,391.65,391.585,391.60763995195737,False,False,60.85669953224612
1673611020000,391.65,391.8,391.55,391.75,391.6,391.65509330130493,False,False,63.54410001876217
1673611080000,391.75,391.75,391.45,391.5,391.59,391.60339553420334,False,False,53.630883470129056
1673611140000,391.5,391.5,391.2,391.35,391.56000000000006,391.51893035613557,False,True,48.71976430180837
1673611200000,391.25,391.35,391.1,391.2,391.525,391.4126202374237,False,False,44.34646490565376
1673611260000,391.3,391.5,391.3,391.35,391.505,391.39174682494917,False,False,49.25221896898782
1673611320000,391.35,391.6,391.35,391.5,391.5,391.4278312166328,False,False,53.65197811897147
1673611380000,391.5,391.5,391.3,391.45,391.5,391.4352208110886,False,False,52.032590831879546
1673611440000,391.45,391.45,391.3,391.4,391.49,391.42348054072573,False,False,50.39451888245319
1673611500000,391.4,391.4,391.2,391.35,391.45,391.3989870271505,False,False,48.74200323677531
1673611560000,391.35,391.4,391.25,391.4,391.425,391.399324684767,False,False,50.49038593833456
1673611620000,391.35,391.45,391.2,391.45,391.39500000000004,391.4162164565114,True,False,52.24459787313183
1673611680000,391.25,391.45,391.2,391.3,391.375,391.3774776376743,False,False,46.87834948529874
1673611740000,391.3,391.5,391.25,391.3,391.37,391.3516517584496,False,True,46.87834948529875
1673611800000,391.5,391.75,391.3,391.7,391.41999999999996,391.46776783896644,True,False,59.68496834086671
1673611860000,391.55,391.65,391.5,391.5,391.435,391.47851189264435,False,False,52.82730630387578
1673611920000,391.5,391.7,391.45,391.65,391.45,391.5356745950962,False,False,56.833263237135434
1673611980000,391.65,391.65,391.5,391.5,391.45500000000004,391.5237830633975,False,False,52.071172764530594
1673612040000,391.6,391.6,391.45,391.6,391.475,391.54918870893175,False,False,54.79083493180435
1673612100000,391.55,391.85,391.55,391.8,391.52,391.6327924726212,False,False,59.7144302160052
1673612160000,391.8,392.2,391.7,392.2,391.6,391.82186164841414,False,False,67.36871642064843
1673612220000,392.15,392.15,392.0,392.0,391.655,391.88124109894284,False,False,61.116051409588856
1673612280000,392.05,392.15,392.0,392.15,391.74,391.9708273992952,False,False,63.8276741664785
1673612340000,392.1,392.1,392.0,392.05,391.815,391.99721826619685,False,False,60.78437738550521
1673612400000,392.05,392.3,392.05,392.25,391.87,392.08147884413125,False,False,64.43656949136994
1673612460000,392.3,392.45,392.3,392.3,391.95,392.1543192294209,False,False,65.30646628119501
1673612520000,392.25,392.4,392.2,392.35,392.02,392.21954615294726,False,False,66.1969073858508
1673612580000,392.5,392.5,392.35,392.4,392.11,392.2796974352982,False,False,67.10610165945414
1673612640000,392.4,392.5,392.4,392.4,392.19,392.31979829019883,False,False,67.10610165945414
1673612700000,392.45,392.45,392.35,392.4,392.25,392.3465321934659,False,False,67.10610165945413
1673612760000,392.35,392.35,392.0,392.1,392.24,392.26435479564395,False,False,55.8491214483103
1673612820000,392.0,392.1,391.8,391.9,392.23,392.142903197096,False,True,49.84591980865956
1673612880000,391.85,392.0,391.75,391.9,392.20500000000004,392.0619354647307,False,False,49.845919808659566
1673612940000,391.85,392.15,391.85,392.15,392.215,392.09129030982047,False,False,56.60766749085205
1673613000000,392.05,392.15,392.05,392.1,392.2,392.09419353988034,False,False,55.010276617955654
1673613060000,392.15,392.15,392.0,392.0,392.16999999999996,392.06279569325363,False,False,51.858396426834126
1673613120000,391.95,392.0,391.9,391.95,392.13,392.02519712883577,False,False,50.30635464742187
1673613180000,391.95,392.0,391.6,391.7,392.06,391.91679808589055,False,False,43.32447551649039
1673613240000,391.7,391.9,391.6,391.7,391.99,391.8445320572604,False,False,43.32447551649038
1673613300000,391.65,391.85,391.6,391.8,391.92999999999995,391.8296880381736,False,False,46.7527532108342
1673613360000,391.8,391.9,391.8,391.9,391.90999999999997,391.8531253587824,False,False,50.00927905092084
1673613420000,391.85,391.95,391.85,391.95,391.91499999999996,391.8854169058549,False,False,51.60306473005083
1673613480000,391.9,392.1,391.9,392.05,391.93,391.94027793723666,True,False,54.712848577376775
1673613540000,391.95,392.15,391.95,392.15,391.93,392.0101852914911,False,False,57.64383405793567
1673613600000,392.0,392.2,392.0,392.2,391.93999999999994,392.07345686099404,False,False,59.07020638724031
1673613660000,392.15,392.35,392.05,392.35,391.97499999999997,392.16563790732937,False,False,63.08634964980543
1673613720000,392.35,392.35,392.15,392.3,392.01,392.21042527155294,False,False,60.939832672557706
1673613780000,392.35,392.35,392.0,392.05,392.045,392.1569501810353,False,False,51.503736579248304
1673613840000,392.05,392.3,392.05,392.3,392.10499999999996,392.20463345402356,False,False,58.43487909828909
1673613900000,392.3,392.3,392.05,392.15,392.14,392.1864223026824,False,False,53.49469430217183
1673613960000,392.2,392.2,392.05,392.15,392.165,392.1742815351216,False,False,53.49469430217184
1673614020000,392.1,392.3,392.05,392.15,392.18500000000006,392.1661876900811,False,True,53.494694302171844
1673614080000,392.1,392.5,392.1,392.25,392.20500000000004,392.19412512672073,False,False,56.55308379065497
1673614140000,392.45,392.7,392.4,392.65,392.255,392.3460834178139,True,False,66.14418091405811
1673614200000,392.65,393.2,392.65,392.8,392.315,392.4973889452093,False,False,68.91539827379317
1673614260000,392.8,393.0,392.75,392.95,392.375,392.64825929680626,False,False,71.43353043418935
1673614320000,392.85,393.0,392.85,392.95,392.44,392.7488395312042,False,False,71.43353043418936
1673614380000,392.95,393.0,392.8,392.9,392.525,392.7992263541362,False,False,69.26437223479289
1673614440000,392.9,392.95,392.85,392.85,392.58000000000004,392.8161509027575,False,False,67.0710184101993
1673614500000,392.9,392.9,392.8,392.8,392.645,392.81076726850506,False,False,64.85917243875112
1673614560000,392.8,392.9,392.65,392.75,392.705,392.7905115123367,False,False,62.63473642800919
1673614620000,392.65,393.0,392.65,393.0,392.78999999999996,392.8603410082245,False,False,68.45942611290498
1673614680000,392.95,393.2,392.85,393.1,392.875,392.9402273388164,False,False,70.44411905824464
1673614740000,393.1,393.35,393.0,393.15,392.925,393.01015155921095,False,False,71.41273374357272
1673614800000,393.15,393.5,393.1,393.35,392.98,393.12343437280737,False,False,74.94922780433195
1673614860000,393.35,393.55,393.3,393.45,393.03000000000003,393.2322895818716,False,False,76.51370590707688
1673614920000,393.45,393.95,393.4,393.8,393.11499999999995,393.4215263879144,False,False,80.98887055201986
1673614980000,394.0,394.0,393.7,393.75,393.2,393.531017591943,False,False,78.68234401285564
1673615040000,393.65,393.95,393.6,393.75,393.28999999999996,393.604011727962,False,False,78.68234401285565
1673615100000,393.75,393.95,393.65,393.95,393.40500000000003,393.71934115197473,False,False,81.170113687439
1673615160000,393.85,394.3,393.85,394.15,393.545,393.8628941013165,False,False,83.27238785398669
1673615220000,393.95,394.2,393.95,394.1,393.65500000000003,393.9419294008777,False,False,80.8423921617929
1673615280000,394.1,394.3,394.0,394.1,393.755,393.99461960058517,False,False,80.8423921617929
1673615340000,394.15,394.25,393.9,394.2,393.86,394.06307973372344,False,False,82.05690262789234
1673615400000,394.0,394.4,394.0,394.35,393.96,394.15871982248234,False,False,83.72373065149655
1673615460000,394.4,394.4,394.2,394.35,394.05,394.2224798816549,False,False,83.72373065149655
1673615520000,394.4,394.75,394.35,394.75,394.145,394.3983199211033,False,False,87.35624637703313
1673615580000,394.6,394.75,394.35,394.5,394.21999999999997,394.43221328073554,False,False,75.94766232465312
1673615640000,394.5,394.55,394.3,394.35,394.28,394.40480885382374,False,False,70.03743797891839
1673615700000,394.35,394.5,394.35,394.45,394.33000000000004,394.41987256921584,False,False,71.62288322268105
1673615760000,394.4,394.55,394.4,394.45,394.36,394.42991504614395,False,False,71.62288322268105
1673615820000,394.55,394.9,394.45,394.75,394.425,394.53661003076263,False,False,76.03494301120817
1673615880000,394.55,394.75,394.45,394.6,394.475,394.5577400205085,False,False,70.16107674158023
1673615940000,394.55,394.75,394.5,394.7,394.52500000000003,394.6051600136724,False,False,71.72907054190566
1673616000000,394.75,394.75,394.4,394.4,394.53,394.53677334244827,False,False,61.31882535067608
1673616060000,394.35,394.6,394.35,394.55,394.55,394.54118222829885,False,True,64.12258982533345
1673616120000,394.55,394.75,394.5,394.6,394.53499999999997,394.5607881521993,True,False,65.0324415298819
1673616180000,394.6,394.65,394.5,394.55,394.54,394.5571921014662,False,False,63.303571198512465
1673616240000,394.6,394.6,394.5,394.5,394.555,394.5381280676442,False,True,61.54165117935018
1673616300000,394.5,394.55,394.25,394.45,394.55499999999995,394.5087520450961,False,False,59.75069234154336
1673616360000,394.3,394.5,394.3,394.45,394.555,394.4891680300641,False,False,59.75069234154336
1673616420000,394.45,394.65,394.35,394.5,394.53000000000003,394.4927786867094,False,False,61.06479206900837
1673616480000,394.5,394.65,394.35,394.65,394.53499999999997,394.5451857911396,True,False,64.77986129680643
1673616540000,394.65,395.1,394.65,395.0,394.56499999999994,394.6967905274264,False,False,71.59127962143234
1673616600000,395.0,395.45,395.0,395.3,394.65500000000003,394.8978603516176,False,False,75.89455836047732
1673616660000,395.35,395.35,394.7,394.8,394.68,394.8652402344118,False,False,59.67104583741405
1673616720000,394.65,394.75,394.65,394.7,394.69,394.81016015627455,False,False,57.04462879557701
1673616780000,394.7,394.95,394.6,394.95,394.72999999999996,394.8567734375164,False,False,61.59561524233251
1673616840000,394.9,394.95,394.8,394.9,394.77,394.8711822916776,False,False,60.2214036162488
1673616900000,394.8,394.9,394.6,394.7,394.79499999999996,394.8141215277851,False,False,54.941244742254185
1673616960000,394.6,394.8,394.5,394.7,394.82,394.7760810185234,False,True,54.94124474225419
1673617020000,394.6,394.8,394.6,394.75,394.84499999999997,394.7673873456823,False,False,56.058319288395936
1673617080000,394.8,394.8,394.25,394.25,394.805,394.5949248971216,False,False,44.245431382829544
1673617140000,394.5,394.7,394.3,394.7,394.775,394.62994993141444,False,False,53.701491116643496
1673617200000,394.65,395.0,394.6,394.7,394.71500000000003,394.65329995427635,False,False,53.7014911166435
1673617260000,394.7,394.9,394.65,394.7,394.705,394.66886663618425,False,False,53.7014911166435
1673617320000,394.6,394.85,394.6,394.8,394.71500000000003,394.7125777574562,False,False,55.78291892824782
1673617380000,394.8,395.0,394.7,394.95,394.71500000000003,394.7917185049708,True,False,58.776655066164395
1673617440000,395.0,395.2,395.0,395.1,394.735,394.8944790033139,False,False,61.578129342288456
1673617500000,395.15,395.35,395.0,395.15,394.78,394.97965266887593,False,False,62.493122300458474
1673617560000,395.0,395.3,395.0,395.25,394.835,395.0697684459173,False,False,64.32308091678433
1673617620000,395.2,395.25,394.9,395.05,394.865,395.0631789639449,False,False,58.206400649929776
1673617680000,395.0,395.35,395.0,395.3,394.96999999999997,395.1421193092966,False,False,62.94926269735889
1673617740000,395.3,395.45,395.25,395.25,395.025,395.1780795395311,False,False,61.447336949393595
1673617800000,395.25,395.35,395.05,395.1,395.06499999999994,395.1520530263541,False,False,57.04972119989733
1673617860000,395.1,395.3,395.05,395.3,395.125,395.2013686842361,False,False,61.05212916804409
1673617920000,395.3,395.4,395.15,395.15,395.15999999999997,395.1842457894908,False,False,56.77860621079325
1673617980000,395.1,395.25,395.1,395.2,395.185,395.1894971929938,False,False,57.83802959488878
1673618040000,395.25,395.25,395.15,395.15,395.19,395.1763314619959,False,True,56.35054128147709
1673618100000,395.15,395.4,395.15,395.25,395.2,395.20088764133067,True,False,58.64151133569436
1673618160000,395.25,395.3,395.15,395.15,395.19,395.18392509422046,False,True,55.504244702824884
1673618220000,395.15,395.25,394.95,395.0,395.185,395.12261672948034,False,False,51.08904826559394
1673618280000,395.05,395.3,394.95,395.15,395.16999999999996,395.13174448632026,False,False,54.948435811489006
1673618340000,395.15,395.25,395.1,395.2,395.165,395.1544963242135,False,False,56.18938793543449
1673618400000,395.25,395.45,395.2,395.3,395.18500000000006,395.2029975494757,True,False,58.64301579140201
1673618460000,395.3,395.5,395.25,395.45,395.2,395.2853316996505,False,False,62.07417124682141
1673618520000,395.45,395.75,395.45,395.75,395.26,395.4402211331004,False,False,67.8238130413179
1673618580000,395.75,395.9,395.7,395.9,395.33000000000004,395.59348075540026,False,False,70.252186341183
1673618640000,395.95,395.95,395.75,395.85,395.4,395.67898717026685,False,False,68.39910401559146
1673618700000,395.85,396.1,395.8,396.0,395.475,395.7859914468446,False,False,70.88065082382982
1673618760000,396.0,396.15,396.0,396.05,395.56499999999994,395.87399429789645,False,False,71.67900394455337
1673618820000,396.05,396.05,395.8,395.9,395.655,395.8826628652643,False,False,65.84653756057435
1673618880000,395.85,396.05,395.8,396.0,395.73999999999995,395.92177524350956,False,False,67.7316221401951
1673618940000,396.0,396.55,395.95,396.5,395.87,396.11451682900645,False,False,75.12461912520136
1673619000000,396.5,396.55,396.2,396.4,395.97999999999996,396.20967788600433,False,False,71.59180036213249
1673619060000,396.4,396.5,396.4,396.45,396.08,396.28978525733623,False,False,72.29338052821723
1673619120000,396.55,396.6,396.5,396.55,396.15999999999997,396.3765235048909,False,False,73.69272346682291
1673619180000,396.45,396.55,396.05,396.15,396.185,396.3010156699273,False,False,60.52476601979469
1673619240000,396.25,396.45,396.05,396.3,396.22999999999996,396.3006771132849,False,False,63.181658502456926
1673619300000,396.35,396.45,396.1,396.1,396.24,396.23378474219,False,True,57.61367119171916
1673619360000,396.1,396.35,396.1,396.15,396.25,396.20585649479335,False,False,58.596038282976835
1673619420000,396.2,396.5,396.15,396.4,396.3,396.27057099652893,False,False,63.18982260018839
1673619480000,396.35,396.5,396.3,396.3,396.33000000000004,396.2803806643526,False,False,60.3074865997109
1673619540000,396.35,396.5,396.25,396.4,396.32,396.3202537762351,True,False,62.16599476289082
1673619600000,396.35,396.35,395.8,395.8,396.26,396.14683585082344,False,True,47.72651542052146
1673619660000,395.75,396.1,395.7,395.9,396.20500000000004,396.0645572338823,False,False,49.81857971897438
1673619720000,395.8,396.2,395.7,395.85,396.135,395.99303815592157,False,False,48.76763479339019
1673619780000,395.9,396.2,395.75,396.05,396.125,396.01202543728107,False,False,53.03543062408173
1673619840000,396.15,396.3,396.0,396.05,396.1,396.02468362485405,False,False,53.03543062408173
1673619900000,395.9,396.1,395.85,395.95,396.085,395.999789083236,False,False,50.59156826726343
1673619960000,395.95,396.1,395.75,395.75,396.045,395.91652605549075,False,False,46.02376429044955
1673620020000,395.8,395.9,395.5,395.5,395.95500000000004,395.77768403699383,False,False,41.036172931515175
1673620080000,395.5,395.6,395.25,395.45,395.87,395.6684560246626,False,False,40.1001859829751
1673620140000,395.6,395.8,395.4,395.7,395.8,395.6789706831084,False,False,46.65219094149414
1673620200000,395.75,395.85,395.7,395.8,395.8,395.719313788739,False,False,49.052759344070736
1673620260000,395.85,395.85,394.8,394.8,395.69,395.4128758591594,False,False,33.04109164693538
1673620320000,394.8,394.95,394.65,394.85,395.59000000000003,395.22525057277295,False,False,34.197654364411
1673620380000,394.95,395.1,394.95,395.1,395.495,395.18350038184866,False,False,39.79695716253348
1673620440000,395.1,395.5,394.9,395.3,395.42,395.22233358789913,False,False,43.90902471470206
